Nodes;Addjested Nodes
270950319;{2947909797,270949666,}
270950333;{265662967,2947909793,4368179995,}
270950345;{2947909800,2947909793,}
270950424;{2949105433,270949831,2949105436,}
270950442;{2947909801,2949105435,305245853,}
270951641;{3173266097,4849552121,2003084805,1667665009,}
270951740;{3173266102,1667636545,1667636539,}
270951742;{3173266100,1667636575,1667636554,1667636563,}
270952057;{265663214,2973365950,}
270952337;{4568867607,1671860667,}
270952555;{2713288614,4609908794,}
270952850;{265665811,1328558209,}
272499437;{265664830,265664829,4768032384,}
272499556;{265664831,265664830,1446871011,}
272499635;{269241498,2959126801,}
272499638;{269241498,2959126787,272512919,}
272499931;{272499932,265664842,}
272499932;{272499933,272499931,}
272499933;{272499934,272499932,}
272499934;{272499935,272499933,}
272499935;{272499936,272499934,}
272499936;{1446871004,272499935,}
272499937;{1446875077,1446875081,}
272499938;{272499939,1446875077,}
272499939;{1446875080,272499938,}
272499940;{1446875038,1446875080,}
272499960;{1446886983,265664846,1446887124,}
272500243;{272500244,1446865349,}
272500244;{1446865304,272500243,1069251564,}
272500245;{1334817870,1069251624,}
272500246;{4768032386,1334817870,}
272500248;{4768032390,4768032386,}
272500249;{1446865376,4768032389,}
272500473;{3662802044,265664848,469932969,}
272500577;{272500578,469932969,469931197,}
272500578;{272500579,272500577,}
272500579;{272500580,272500578,}
272500580;{1782976503,272500579,}
272501389;{2947909767,321530487,4823244036,}
272501482;{272501624,2973948027,5413112015,}
272501622;{2973948025,2947909767,}
272501623;{2116516874,2947909766,}
272501624;{272501482,4823244033,}
272502889;{1782976784,1782976774,1782976772,1782976781,}
272502890;{1782675995,1782617178,}
272502891;{1891264204,1782617315,4973506568,}
272503317;{2947909815,4973506565,272503324,}
272503318;{1060188320,1891264221,272503319,}
272503319;{272503320,272503318,}
272503320;{272503433,1075379426,272503319,}
272503324;{1782046078,4692084521,2949105484,272503317,}
272503433;{1891264204,272503320,}
272504818;{2109542510,4986508884,265665806,}
272504830;{4986508873,4986508872,}
272504832;{2109542509,4986508876,305251117,}
272504833;{305251083,4986508878,305251117,}
272505088;{305959065,305959063,}
272505089;{321530504,1316397202,4810841221,1032189805,}
272505090;{470041240,4692210643,1316397197,}
272505091;{4840328622,4086939498,}
272505092;{4762949228,4762949229,}
272505093;{1096554624,4370919513,4762768980,}
272505094;{1096554624,4762768981,5302460139,}
272505585;{1671860667,1059973821,}
272507569;{2949105495,470042219,2949105492,}
272507570;{2949105495,2949105497,}
272507843;{4762768973,470042223,4762768979,}
272512917;{272512918,1446871035,1995941222,}
272512918;{272512919,272512917,}
272512919;{272499638,272512918,}
278326769;{401414349,1404815515,1404798422,1433538600,}
278326802;{1433402655,1607347847,1607347828,}
278326813;{3324304843,1864130285,1245218852,}
283340577;{4608064233,1093835352,}
283340591;{2947339995,2947722839,}
283340969;{2947339959,1060398180,1060397454,}
283340978;{1426845882,5408634575,5345535503,427651672,}
283340983;{5408634575,4906228343,}
290828862;{1446935986,2973948010,}
290828864;{1108851595,2973948000,}
290828868;{319733441,4675327446,1448067681,}
290828870;{1448029027,290828904,}
290828871;{4128163434,1448029074,4128163431,4144138417,}
290828872;{4128163403,4128163431,}
290828874;{4127990571,4144138389,}
290828901;{1448798563,319733443,}
290828903;{2973947985,1448067754,}
290828904;{1446995126,290828870,2973947982,}
290828905;{4144212414,4127950830,}
290828950;{2973948008,4682110072,}
290828951;{1448067712,1108851758,319733440,}
293188056;{5186249703,1782616624,}
293197885;{1245217029,}
304297088;{1891263650,1891162148,1891263656,}
304297090;{2973365682,2973365680,}
304297091;{2973365684,2973365682,}
304297092;{1075552899,4086950690,}
304297094;{2973354016,1060188262,}
304297095;{2973365951,2973354016,}
304297096;{2973365954,2973365951,}
304297097;{1060188321,2973354026,}
304297098;{2973365961,1060188321,}
304297100;{1060188309,2973365961,}
304297101;{304391462,1060188309,}
304300635;{265665293,1448825479,2947909739,}
304300642;{4768032361,2947909739,}
304300643;{304300644,4768032360,}
304300644;{4768032359,304300643,}
304300646;{2980701491,4768032359,}
304300651;{319733453,335974988,321530497,}
304305501;{1063806340,265664825,1388479208,}
304316469;{4609566763,265701336,}
304320527;{4609566634,1065028573,}
304320529;{4609566633,4609566634,}
304320530;{5151507935,5151507934,}
304320532;{5151507937,5151507936,}
304320533;{5151507937,305274957,}
304320535;{5151507938,305274957,}
304320536;{5151507939,5151507938,}
304320537;{5151507940,5151507939,}
304320539;{5151507941,5151507940,}
304320540;{5151507944,5151507942,}
304320543;{1064996928,5151507945,}
304320544;{3358544235,1064996928,1064996931,}
304320546;{304320654,1064996929,}
304320554;{2973365360,1433207349,}
304320559;{2973365361,4230078805,}
304320565;{1433207335,2973365363,}
304320569;{2973352397,2973352396,5154971619,}
304320573;{2973352398,2973352397,}
304320578;{2655378356,1433204986,3751597178,}
304320582;{2655378321,2655378356,}
304320586;{1163003936,2655378321,}
304320590;{304320593,5042337406,}
304320593;{5042337408,304320590,}
304320596;{1433204936,5009747336,1433204943,}
304320597;{304320598,1433204935,}
304320598;{5009747373,304320597,}
304320599;{1065762302,4671669248,}
304320600;{1065762512,1064998567,}
304320601;{1433198478,1064996860,}
304320602;{304320604,1433198479,}
304320604;{1064996940,304320602,}
304320605;{304320606,1064996940,}
304320606;{1064996956,304320605,}
304320608;{1064996885,1064996956,}
304320609;{1064996936,1064996870,}
304320610;{1064996904,1064996936,}
304320611;{1064996959,1064996904,}
304320613;{1064996953,1064996959,}
304320614;{1064996874,1064996953,}
304320615;{1064996939,5176634092,}
304320616;{5176634093,5176634094,}
304320617;{1064996842,5176634095,}
304320618;{1064996878,3931164659,}
304320619;{304320620,1064996878,}
304320620;{1064996912,304320619,}
304320621;{1064996898,1064996912,}
304320622;{304320623,1064996898,}
304320623;{304320625,304320622,}
304320625;{1064996889,304320623,}
304320627;{1064996900,1064996889,}
304320630;{304320633,1064996873,}
304320633;{1433198580,304320630,}
304320635;{1064996920,1433198580,}
304320638;{1064996859,1064996934,}
304320642;{1064996871,1064996859,}
304320644;{1064996857,1064996960,}
304320647;{1064996915,1064996857,}
304320648;{1064996909,1064996849,}
304320649;{1064996937,1064996909,}
304320650;{5151507951,1064996937,}
304320651;{4609566320,5151507951,}
304320652;{5151507946,5151507950,}
304320654;{304320546,5151507947,}
304320672;{2973365370,1433216585,}
304320676;{1577154339,369665073,}
304320681;{489645330,2973365384,}
304320695;{1579391978,}
304391462;{1853881064,304297101,1853881066,}
304391465;{1808651498,4984396672,}
304391467;{4984396671,1808651498,}
304391469;{4984396673,268807417,1808651491,}
304391476;{1808651496,4984396673,}
304391478;{4984396675,1853881061,}
304391480;{4984396678,1808687504,}
304588859;{321530495,1446940477,1446930035,}
304588865;{1069233413,321530491,1446982388,}
304588867;{1069231725,1069233413,}
304588872;{304588874,1069231725,1446930061,}
304588874;{304588872,1446931195,4398930409,1446982386,}
304588902;{1827301646,1851352691,}
304588906;{2949105465,2947909809,1851352692,}
304588908;{2949105472,2949105471,1851352692,305245847,}
304588919;{2949105470,4692127745,4692127751,}
304588921;{1795390822,1075248096,2949105472,2974135815,}
304588927;{304588930,1075412591,}
304588930;{1075248096,304588927,}
304588944;{1795390831,1851380363,2949105477,}
304588950;{4762970775,4762970774,}
304588959;{2949105474,2949105473,1875633141,4688509435,}
304588975;{304588979,1782617318,4762768983,4762768984,}
304588979;{1891264197,304588975,}
304588984;{306733277,1075380068,}
304588998;{4780136963,1852463476,1782976789,}
304589011;{1875642719,2973365693,1875639828,2949105482,}
304589015;{1075354214,1831316723,1181416566,}
304589041;{1782046077,1831316723,}
304589045;{1831316722,1782046073,}
304595816;{4762768976,4762768977,}
304595823;{268807405,5302460139,2947909814,}
304595835;{1236501683,4556161849,4832871688,}
304595836;{4762768924,4762768925,}
304595848;{4832872470,305433416,268807448,1075413238,}
305080797;{4409326885,1448048548,}
305085587;{265665811,1088399320,}
305097178;{4762946612,4762768994,1891264216,}
305166143;{4790230866,265662980,}
305166144;{305166145,4790230866,}
305166145;{1448825607,1782976547,305166144,}
305166154;{5413112017,1448825567,}
305166159;{305166160,266531053,}
305166160;{270948374,305166159,4763121173,}
305245829;{4762768987,4762970776,}
305245831;{4692974581,4762768987,1056436657,}
305245832;{1181416566,4692974581,354792958,}
305245833;{4692953456,4567635555,1783706376,}
305245837;{1853914056,1891264990,}
305245838;{1853914057,1075354586,}
305245839;{1853914058,1853914057,}
305245840;{305245841,1853914059,}
305245841;{305245842,305245840,}
305245842;{4762768991,305245841,}
305245843;{4762768990,4762768991,}
305245845;{354792960,1852480084,}
305245847;{2949105476,304588908,1852480084,1852468375,}
305245848;{1851380364,2973365964,}
305245849;{1851380354,268807415,1238146042,}
305245851;{2949105465,1852453601,}
305245853;{4832906907,2974135800,306729369,270950442,}
305245854;{3717301688,306729339,4720038218,}
305245855;{3717301688,305245856,}
305245856;{305245855,2974135789,1032238224,}
305245857;{305245860,2974150529,}
305245860;{305245863,305245857,}
305245863;{4197286490,305245860,}
305245866;{2974150528,4197286490,}
305245869;{2974150528,2974150526,1032230514,}
305245872;{4986508910,1075236469,2109542508,1075236473,}
305251057;{4986508908,4986508909,}
305251063;{4986508907,2109542506,305251064,}
305251064;{4986508899,4602331652,305251063,}
305251082;{4986508876,4986508875,}
305251083;{265665808,272504833,}
305251097;{4986508898,4986508897,}
305251100;{4986508897,4986508896,}
305251102;{1782976627,4986508902,}
305251114;{2109542503,265665803,}
305251117;{272504833,272504832,}
305267093;{265663122,5143194675,5143194680,}
305273227;{2503667014,2503014147,}
305274941;{265701333,5151507929,}
305274957;{304320535,304320533,}
305433245;{4371026189,4973535383,}
305433257;{2973365698,2949105501,2949105500,}
305433261;{4762949227,2973365698,}
305433263;{305433267,4762949227,}
305433267;{305433269,305433263,}
305433269;{4318013747,305433267,}
305433272;{307532192,4318013747,}
305433330;{4692084524,269304170,305438789,}
305433350;{4762768971,321530486,1782617176,}
305433412;{305957184,305433431,4719414764,305433416,}
305433416;{304595848,305433412,305433465,305433448,}
305433431;{1448842657,4719414763,305433412,}
305433448;{4762768923,1957613376,305433416,}
305433465;{305957184,4899872088,4692210625,305433416,}
305438789;{2947909815,1891264218,305433330,}
305506479;{4984396715,4984396714,}
305506481;{1781871133,1781871141,}
305506515;{1032238229,1032230514,}
305506516;{1032230223,1032238198,1032238178,}
305506517;{1804437541,1032230225,}
305506518;{2461243760,4086929778,4581152689,1069990080,}
305506521;{2970762589,4568867685,5359482222,}
305506522;{4763121140,265664467,5359482230,}
305506524;{2970762588,2970762589,}
305506528;{305506529,265664468,}
305506529;{305506530,305506528,}
305506530;{305506531,305506529,}
305506531;{265710861,305506530,}
305506532;{265710927,4682110014,}
305957170;{305957173,4719414764,}
305957171;{305957172,305957173,305957189,265665810,}
305957172;{305957171,306729369,305957190,}
305957173;{305957174,305957170,305957171,}
305957174;{1326872496,265665810,305957173,}
305957184;{4719414772,305433465,305433412,}
305957189;{1234942635,2974135801,305957171,426804277,}
305957190;{2974135799,1075236489,425969152,305957172,}
305957222;{305959066,1319425454,1075226414,}
305957225;{305957233,}
305957233;{1075226414,305957225,}
305957235;{4762949221,305957236,}
305957236;{305957235,2973365952,}
305957237;{2975220758,2973365952,4623681944,}
305957247;{2960374605,4515400393,}
305957250;{1327578207,2960374605,2751891398,}
305957251;{5103789690,1078962049,}
305957252;{2960374620,4764581352,}
305957268;{1796209569,305957269,}
305957269;{1796209566,305957268,}
305957270;{1092203941,1092202512,5425505584,}
305957271;{2947722228,2947722225,5425505584,}
305957272;{1062278488,4590864892,}
305957273;{4590864053,1062278488,}
305957274;{1113260959,2339245104,}
305957275;{1062278506,4357535991,}
305957276;{1062278519,1062278506,}
305957277;{2947339934,1062278490,}
305957278;{305957279,461883131,}
305957279;{2947339960,1071584288,305957278,}
305957280;{1071584592,1071584288,}
305957281;{1071584266,471555291,2947339976,2947339973,}
305957283;{1071584156,1071584266,1071584483,}
305957284;{4642568128,4642568129,}
305957287;{305957288,307670279,}
305957288;{4398950396,305957287,}
305957289;{2980701490,4398950396,}
305957290;{4417984396,2980701490,}
305959063;{272505088,2109542511,}
305959064;{4986508882,2109542511,1075226403,2109542513,}
305959065;{2975220758,305959066,272505088,}
305959066;{305957222,1319425443,305959065,}
305964673;{2958556706,2958556699,4443404207,2958556700,}
306009854;{2958557035,3605759019,}
306022766;{1426845841,2973352400,2947722229,}
306022774;{1073252228,1073252123,}
306022778;{4590445055,5463074448,}
306022780;{4584995483,1073199707,}
306022782;{5249381021,4217785127,1073199297,}
306022783;{1073171588,4161471326,}
306046817;{265664392,4699340795,2089748325,}
306729239;{306729242,1789937144,}
306729242;{306729239,1785973025,306729249,}
306729244;{1789937132,1056436194,}
306729246;{1789937148,1789937145,}
306729247;{306729249,1789937148,4693550216,}
306729249;{306729242,306729247,}
306729261;{1056436194,1293743758,}
306729267;{306729270,}
306729270;{1187921036,306729267,}
306729276;{4693550216,1786441243,1349540713,}
306729286;{427724418,4780136963,}
306729289;{5462974865,427724418,}
306729301;{4719437807,1448842652,4719437796,}
306729307;{321530485,1286808974,}
306729313;{1782617178,1782617302,1782617190,4692031717,}
306729324;{1782675978,}
306729339;{305245854,}
306729351;{306729353,1075236489,306729375,1239634750,}
306729353;{1075236475,306729351,}
306729357;{4690334652,1075236503,}
306729359;{2974135785,306729392,306729395,4624806876,}
306729367;{1032230225,1032230223,1080055593,}
306729369;{767823666,305957172,305245853,}
306729372;{306729375,3563323493,}
306729375;{306729351,306729378,306729372,}
306729378;{306729375,306729380,}
306729380;{306729392,266531060,306729378,}
306729392;{306729359,306729380,}
306729395;{306729401,306729359,}
306729401;{306729404,306729395,}
306729404;{2974150510,306729401,}
306729406;{2974135784,2974150510,}
306729409;{2974135782,3430758563,1032238182,}
306729411;{1080055067,4762999127,}
306729419;{4762999126,4762999127,}
306729453;{4763121163,3430758567,4719361019,}
306729476;{4763121141,4763121143,1068555779,1068556370,}
306729500;{306729505,270948017,306729560,}
306729505;{306729500,4763050848,4763050845,}
306729508;{4763050843,4763050844,}
306729516;{4763050846,4763050843,}
306729560;{306729500,1295452371,306729566,}
306729562;{4763121165,1295452371,}
306729563;{306729565,306729572,4763121165,}
306729565;{306729563,2947909772,}
306729566;{4763121152,306729560,306729567,}
306729567;{306729566,4763121166,}
306729568;{2947909771,306729570,}
306729570;{2947909770,306729568,265665223,}
306729572;{4580736371,306729563,4801738766,}
306729577;{306729578,2947909770,}
306729578;{4936933945,306729577,}
306729581;{306729582,1069990080,4616316991,}
306729582;{306729581,}
306729584;{1086914324,1801792339,1086914287,}
306729588;{265665403,1801739587,306729590,1801739487,}
